X1,X2,X3,X4,X5,X6,Y1
25.776627,6.883423,32.755666,16.202644,133.996835,-247.610602,280
22.134089,8.884969,28.024155,20.024695,137.996835,-247.610602,220
18.638704,6.124619,24.846112,21.97989,141.996835,-247.610602,180
15.391058,5.298985,25.073122,19.626723,145.996835,-247.610602,190
12.584436,7.116708,22.384858,19.626723,149.996835,-247.610602,230
10.575983,7.738026,19.17687,19.626723,153.996835,-247.610602,290
9.86584,9.919604,14.448972,19.626723,157.996835,-247.610602,350
10.715325,12.996923,6.51349,19.626723,161.996835,-247.610602,380
12.818018,16.475482,0,19.626723,165.996835,-247.610602,420
15.67753,17.531169,0,19.626723,169.996835,-247.610602,460
18.954375,13.62284,8.391987,21.906091,173.996835,-247.610602,520
22.46668,9.788853,15.269395,19.739482,177.996835,-247.610602,520
26.119631,6.169403,22.894389,15.765841,181.996835,-247.610602,500
29.861656,3.507337,33.178339,10.002943,185.996835,-247.610602,490
25.681805,11.353599,14.790291,0,9.996835,-243.610602,260
28.047979,15.251718,7.690506,0,13.996835,-243.610602,290
24.532649,4.986652,29.182982,20.171208,133.996835,-243.610602,240
24.8928,8.90862,16.861175,19.734406,181.996835,-243.610602,310
22.931621,11.065035,21.867348,10.282909,9.996835,-239.610602,260
26.122727,14.827712,16.682388,5.308002,13.996835,-239.610602,290
23.901197,5.861048,26.807852,22.949896,133.996835,-239.610602,90
24.27072,12.355788,10.806848,22.208154,181.996835,-239.610602,430
21.338335,7.844217,29.522159,15.596042,-26.003165,-235.610602,340
17.996172,7.308517,22.453287,19.261191,-22.003165,-235.610602,250
14.979981,8.791878,19.926408,20.982334,-18.003165,-235.610602,210
12.527469,11.540355,25.827807,19.222003,-14.003165,-235.610602,270
11.021576,10.460037,26.29794,19.222003,-10.003165,-235.610602,320
10.863368,7.288556,21.751956,19.222003,-6.003165,-235.610602,290
12.105801,5.369705,26.38792,19.222003,-2.003165,-235.610602,280
14.390555,6.045198,24.523039,20.932946,1.996835,-235.610602,240
17.3097,8.732417,29.077963,19.828927,5.996835,-235.610602,210
20.595226,11.923588,27.241972,16.526731,9.996835,-235.610602,280
24.097738,10.85161,21.630104,11.551824,13.996835,-235.610602,300
23.930809,8.708448,20.429073,22.235728,133.996835,-235.610602,290
24.299881,16.061366,0,21.798925,181.996835,-235.610602,420
19.63743,11.619679,25.587316,19.908113,-26.003165,-231.610602,480
18.827306,8.489308,29.070899,20.838802,9.996835,-231.610602,180
24.619098,10.907802,14.832039,19.885731,133.996835,-231.610602,220
24.978002,18.664179,0,19.448928,181.996835,-231.610602,360
18.652956,11.235294,22.984237,22.503455,-26.003165,-227.610602,420
17.798078,5.827927,24.365463,23.434144,9.996835,-227.610602,0
29.631621,7.61571,27.804034,10.204519,129.996835,-227.610602,180
25.913632,11.346353,10.367671,15.772599,133.996835,-227.610602,230
22.293491,15.21448,0,19.594651,137.996835,-227.610602,170
18.827722,18.492686,0,21.549846,141.996835,-227.610602,110
15.619427,14.847172,0.827147,19.474627,145.996835,-227.610602,110
12.862732,11.441049,10.320795,19.474627,149.996835,-227.610602,120
10.905653,8.564852,15.690475,19.474627,153.996835,-227.610602,120
10.218446,6.914896,20.290559,19.474627,157.996835,-227.610602,130
11.040835,7.367148,20.694744,19.474627,161.996835,-227.610602,140
13.091349,8.873615,19.881698,19.474627,165.996835,-227.610602,140
15.901786,9.226989,18.136863,19.474627,169.996835,-227.610602,170
19.140277,11.114567,12.918092,21.476047,173.996835,-227.610602,190
22.623739,13.925871,7.680115,19.309438,177.996835,-227.610602,250
26.254846,16.6835,6.917906,15.335797,181.996835,-227.610602,300
18.499646,8.500884,18.865598,24.820959,-26.003165,-223.610602,340
17.637338,5.278363,24.752182,26.552017,9.996835,-223.610602,0
31.232184,9.987924,27.20214,4.25176,129.996835,-223.610602,170
27.729636,13.057538,14.890073,9.81984,133.996835,-223.610602,210
19.197422,7.092123,21.653445,21.048222,-26.003165,-219.610602,110
18.367901,7.331951,21.418224,21.978911,9.996835,-219.610602,0
33.23952,11.223399,23.555674,0,129.996835,-219.610602,230
29.972472,15.124039,10.416199,0,133.996835,-219.610602,280
24.296244,4.513349,29.816124,11.941452,-30.003165,-215.610602,180
20.66023,7.767329,20.255415,17.319128,-26.003165,-215.610602,160
17.186703,11.501847,13.780349,20.984277,-22.003165,-215.610602,120
13.997157,15.370542,6.264605,22.70542,-18.003165,-215.610602,110
11.333934,19.292865,0,19.820168,-14.003165,-215.610602,120
9.643428,23.241681,0,19.820168,-10.003165,-215.610602,120
9.462206,21.277576,0,19.820168,-6.003165,-215.610602,140
10.866047,18.230522,0,19.820168,-2.003165,-215.610602,180
13.364454,15.619495,9.589259,22.656032,1.996835,-215.610602,240
16.46652,12.96412,22.010545,21.552013,5.996835,-215.610602,280
19.891805,10.150025,27.894663,18.249817,9.996835,-215.610602,330
35.584857,10.956435,17.170116,0,129.996835,-215.610602,220
32.554039,14.927001,10.78823,0,133.996835,-215.610602,280
26.088534,7.899589,19.996418,6.487477,-30.003165,-211.610602,300
22.740915,10.117539,16.068253,11.865153,-26.003165,-211.610602,310
19.638912,13.203245,10.865381,15.530302,-22.003165,-211.610602,310
16.918171,16.681929,0,17.251445,-18.003165,-211.610602,330
37.499412,5.459542,26.432935,0,117.996835,-211.610602,20
40.974604,6.048015,25.166196,0,121.996835,-211.610602,120
41.209405,8.680459,20.594946,0,125.996835,-211.610602,160
38.206,12.088104,15.472578,0,129.996835,-211.610602,250
35.400308,15.776379,9.103189,0,133.996835,-211.610602,320
32.843039,18.730001,0,0,137.996835,-211.610602,360
30.596545,18.905777,0,2.443333,141.996835,-211.610602,400
28.733812,16.13657,0,9.246012,145.996835,-211.610602,380
20.212091,18.770188,0,7.155917,-18.003165,-207.610602,450
35.596968,9.374721,19.531314,6.018114,117.996835,-207.610602,300
39.241004,9.729197,18.997548,1.011026,121.996835,-207.610602,240
42.948443,11.551154,16.282689,0,125.996835,-207.610602,320
41.05015,14.289893,11.933093,0,129.996835,-207.610602,410
38.452545,15.582844,4.195666,0,133.996835,-207.610602,460
35.008874,14.745864,0,0,137.996835,-207.610602,450
31.162556,14.9685,0,7.791287,141.996835,-207.610602,440
27.360346,16.207143,0,14.593966,145.996835,-207.610602,440
23.623552,16.150404,0,19.241362,149.996835,-207.610602,440
19.988893,14.258143,4.063843,22.213375,153.996835,-207.610602,440
16.523907,13.332431,12.553,22.621454,157.996835,-207.610602,440
13.361256,12.430233,14.502418,19.873825,161.996835,-207.610602,440
10.770647,11.35372,15.382447,19.873825,165.996835,-207.610602,440
9.246106,7.970962,24.182565,19.873825,169.996835,-207.610602,440
9.325993,4.674882,23.156595,19.873825,173.996835,-207.610602,330
10.975327,3.488955,16.279151,19.873825,177.996835,-207.610602,420
13.636035,5.872912,13.945571,19.873825,181.996835,-207.610602,400
16.835234,9.423873,12.402846,22.79291,185.996835,-207.610602,490
20.320157,13.233581,10.396762,22.016677,189.996835,-207.610602,550
23.966485,13.666117,12.963073,18.879767,193.996835,-207.610602,580
27.710577,13.301302,13.557517,14.073035,197.996835,-207.610602,570
23.724096,17.654881,0,1.309627,-18.003165,-203.610602,440
34.059983,13.340321,13.518536,13.832864,117.996835,-203.610602,490
37.852275,13.591764,13.109806,8.825776,121.996835,-203.610602,470
41.683414,14.950182,10.744958,1.283235,125.996835,-203.610602,460
42.124598,14.100962,5.562452,0,129.996835,-203.610602,440
38.157114,11.893385,4.042428,0,133.996835,-203.610602,420
26.677779,17.289078,5.052726,17.712878,197.996835,-203.610602,460
24.32333,17.034824,0,9.720918,-18.003165,-199.610602,430
32.766205,12.828997,4.628289,19.134072,53.996835,-199.610602,470
28.884883,16.118225,4.702618,22.39066,57.996835,-199.610602,460
25.040941,14.24696,9.387754,23.407735,61.996835,-199.610602,470
21.25467,13.347455,11.078786,19.959929,65.996835,-199.610602,480
17.563408,13.323102,17.818368,19.959929,69.996835,-199.610602,440
14.042278,10.226149,20.858051,19.959929,73.996835,-199.610602,380
10.858078,7.977669,17.410579,19.959929,77.996835,-199.610602,360
8.402984,7.396776,25.438995,19.959929,81.996835,-199.610602,340
7.437905,7.980719,27.879026,19.959929,85.996835,-199.610602,370
8.487326,7.395848,25.977339,19.959929,89.996835,-199.610602,420
10.988494,8.815058,12.440709,19.959929,93.996835,-199.610602,500
14.193635,11.520067,4.017865,19.959929,97.996835,-199.610602,490
17.724885,13.607088,0,19.959929,101.996835,-199.610602,490
21.421574,14.96934,0,19.959929,105.996835,-199.610602,490
25.211032,17.175838,0,23.444614,109.996835,-199.610602,480
29.056986,18.035273,0,22.283512,113.996835,-199.610602,470
32.939652,17.321748,4.982788,18.950657,117.996835,-199.610602,470
36.847428,17.516131,4.215083,13.943569,121.996835,-199.610602,460
40.773095,14.793554,0,6.401028,125.996835,-199.610602,450
41.836701,11.378256,5.211735,0,129.996835,-199.610602,430
37.839043,8.490006,11.225009,0,133.996835,-199.610602,410
26.220825,21.281443,0,19.705049,197.996835,-199.610602,450
22.437649,17.34,0,15.04501,-18.003165,-195.610602,540
18.848205,21.275627,0,19.569832,-14.003165,-195.610602,510
15.461617,22.29602,0,22.409067,-10.003165,-195.610602,430
12.444611,18.566884,0,22.480857,-6.003165,-195.610602,360
10.132872,14.978179,5.882955,19.884749,-2.003165,-195.610602,320
9.081952,11.660298,12.548298,19.884749,1.996835,-195.610602,290
9.710232,8.920719,17.284896,19.884749,5.996835,-195.610602,290
11.751398,7.429395,20.244381,20.757759,9.996835,-195.610602,310
14.625392,7.92544,19.198525,22.809035,13.996835,-195.610602,350
17.936244,10.120735,15.167517,20.485896,17.996835,-195.610602,380
21.482914,13.192648,9.818609,16.393674,21.996835,-195.610602,340
32.102374,11.278774,7.978655,22.570121,53.996835,-195.610602,210
32.279389,21.310132,0,22.386706,117.996835,-195.610602,230
26.36967,25.276222,0,18.884229,197.996835,-195.610602,430
20.133041,15.76213,3.136374,20.013037,21.996835,-191.610602,230
31.929621,11.03804,8.438299,27.738675,53.996835,-191.610602,220
32.107588,18.23806,0,27.382534,117.996835,-191.610602,190
27.114337,28.365997,0,16.136577,197.996835,-191.610602,430
19.523397,18.837291,0,23.07587,21.996835,-187.610602,210
32.255836,12.184659,6.149076,21.689444,53.996835,-187.610602,200
32.432013,15.219067,0,21.506029,117.996835,-187.610602,170
28.408011,31.222526,0,11.693476,197.996835,-187.610602,470
19.722748,18.099659,0,21.171661,21.996835,-183.610602,200
36.941372,11.650202,12.700599,12.816009,49.996835,-183.610602,250
33.066255,14.390744,0,17.743625,53.996835,-183.610602,230
29.22481,17.619869,0,21.000212,57.996835,-183.610602,130
25.432299,21.114594,0,22.017288,61.996835,-183.610602,90
21.714375,18.377938,0,19.648226,65.996835,-183.610602,120
18.117019,14.724201,5.279579,19.648226,69.996835,-183.610602,110
14.728838,11.307324,12.27522,19.648226,73.996835,-183.610602,150
11.732474,8.420751,17.478103,19.648226,77.996835,-183.610602,160
9.505957,6.779568,21.192703,19.648226,81.996835,-183.610602,140
8.664612,7.28121,19.934515,19.648226,85.996835,-183.610602,90
9.580594,9.595286,15.271377,19.648226,89.996835,-183.610602,110
11.853273,12.771961,9.647503,19.648226,93.996835,-183.610602,110
14.873209,11.326243,7.352805,19.648226,97.996835,-183.610602,110
18.273605,8.435025,13.141912,19.648226,101.996835,-183.610602,100
21.877772,6.783475,18.878204,19.648226,105.996835,-183.610602,100
25.599789,7.271961,16.509056,22.054166,109.996835,-183.610602,70
29.394923,9.578481,10.70266,20.893064,113.996835,-183.610602,60
33.238137,12.751988,4.175458,17.560209,117.996835,-183.610602,140
30.180173,34.308345,0,5.242756,197.996835,-183.610602,520
20.70774,15.579719,2.486823,18.447951,21.996835,-179.610602,270
38.073655,13.938093,11.622759,7.089723,49.996835,-179.610602,230
34.326601,17.253067,3.233272,12.017339,53.996835,-179.610602,240
32.35229,37.566993,0,0,197.996835,-179.610602,570
23.293061,9.404877,17.345647,12.67718,-18.003165,-175.610602,240
19.858838,13.280271,10.507889,17.202002,-14.003165,-175.610602,270
22.374857,13.778883,7.95063,14.025844,21.996835,-175.610602,220
25.931467,13.892917,11.702042,8.102242,25.996835,-175.610602,280
29.601482,10.218171,17.570226,0,29.996835,-175.610602,350
33.347481,6.914398,23.118217,0,33.996835,-175.610602,350
37.146483,4.817342,28.138432,0,37.996835,-175.610602,380
40.983752,5.532149,25.51212,0,41.996835,-175.610602,350
43.241522,8.366753,20.854767,0,45.996835,-175.610602,320
39.579559,11.891192,16.231331,0,49.996835,-175.610602,280
35.989634,15.646032,8.270433,1.543219,53.996835,-175.610602,250
34.849655,40.236864,0,0,197.996835,-175.610602,570
25.424209,9.139808,17.558725,6.260515,-18.003165,-171.610602,230
22.320331,13.093891,10.847062,10.785337,-14.003165,-171.610602,290
38.002527,14.379504,17.02872,0,53.996835,-171.610602,350
37.607529,39.373498,0,0,197.996835,-171.610602,580
27.968092,10.517627,15.219191,0,-18.003165,-167.610602,280
25.179772,14.090222,8.950548,0,-14.003165,-167.610602,360
40.312905,11.053259,19.033055,0,53.996835,-167.610602,430
40.572824,38.904236,0,0,197.996835,-167.610602,570
30.822684,12.836069,17.386916,0,-18.003165,-163.610602,310
28.316861,16.050506,3.643801,0,-14.003165,-163.610602,330
41.170098,8.341398,19.661903,0,53.996835,-163.610602,390
43.703339,38.843362,0,0,197.996835,-163.610602,650
33.909609,11.32319,12.3525,0,-18.003165,-159.610602,350
31.649144,15.236277,0,0,-14.003165,-159.610602,350
39.079238,6.998807,22.485145,0,53.996835,-159.610602,370
41.687085,10.968974,19.230152,0,57.996835,-159.610602,360
37.885326,14.590272,10.655602,0,61.996835,-159.610602,360
34.128915,15.365595,6.098422,0,65.996835,-159.610602,350
30.434647,11.663617,8.236988,8.185638,69.996835,-159.610602,340
26.828205,7.944121,15.64991,13.482114,73.996835,-159.610602,330
27.158263,9.069117,27.220884,13.065958,121.996835,-159.610602,390
30.774278,7.54705,21.972788,7.588272,125.996835,-159.610602,460
34.475224,7.979164,21.434583,0,129.996835,-159.610602,460
35.980954,10.118109,19.743396,0,133.996835,-159.610602,500
33.831054,13.156186,17.644568,0,137.996835,-159.610602,530
32.03828,15.054674,13.741981,0,141.996835,-159.610602,540
30.665331,11.833921,19.888433,0,145.996835,-159.610602,510
29.77035,9.08471,27.117087,0,149.996835,-159.610602,510
29.397022,7.551307,34.16716,0,153.996835,-159.610602,550
29.565115,5.61098,35.899221,0,157.996835,-159.610602,540
30.265611,6.159723,28.736194,0,161.996835,-159.610602,560
31.462968,8.740782,17.433204,0,165.996835,-159.610602,600
33.103316,12.118595,3.783029,0,169.996835,-159.610602,620
35.124645,15.789852,0,0,173.996835,-159.610602,650
37.465342,19.590266,0,0,177.996835,-159.610602,690
40.069478,23.457144,0,0,181.996835,-159.610602,690
41.48926,27.362322,0,0,185.996835,-159.610602,690
43.021417,31.291465,0,0,189.996835,-159.610602,690
46.966048,39.192779,0,0,197.996835,-159.610602,690
37.171028,11.12046,16.062398,0,-18.003165,-155.610602,320
35.121106,15.086223,0,5.498959,-14.003165,-155.610602,350
37.301431,7.770951,29.446049,7.243786,53.996835,-155.610602,340
40.684661,11.017029,25.480365,0.668425,57.996835,-155.610602,390
36.779431,10.611334,15.138509,0,61.996835,-155.610602,410
32.896982,11.654437,13.409578,4.884465,65.996835,-155.610602,450
29.046451,13.39228,13.920831,13.207296,69.996835,-155.610602,470
25.242449,10.316116,10.75775,18.503771,73.996835,-155.610602,490
21.509675,8.092671,15.289192,22.099248,77.996835,-155.610602,480
17.892764,7.520665,16.759009,23.710831,81.996835,-155.610602,480
14.478808,8.923536,13.454661,19.982234,85.996835,-155.610602,500
11.450798,11.605971,8.347866,19.982234,89.996835,-155.610602,560
9.198133,14.891865,0,19.982234,93.996835,-155.610602,550
8.37201,17.425275,0,19.982234,97.996835,-155.610602,550
9.358175,14.644947,3.989212,19.982234,101.996835,-155.610602,550
11.707277,12.542279,9.055143,19.982234,105.996835,-155.610602,560
14.783275,11.495349,10.985087,19.982234,109.996835,-155.610602,560
18.221693,11.788865,12.714459,23.684092,113.996835,-155.610602,570
21.852116,13.334602,17.831693,21.836287,117.996835,-155.610602,560
25.592965,12.548708,13.996889,18.087615,121.996835,-155.610602,540
29.402122,10.021185,22.479092,12.609929,125.996835,-155.610602,500
33.256122,8.666143,25.00268,3.635145,129.996835,-155.610602,520
32.796982,9.043225,22.037733,0,133.996835,-155.610602,600
30.422905,10.975327,13.032805,0,137.996835,-155.610602,680
28.415917,13.825183,7.444217,0,141.996835,-155.610602,680
26.858434,11.317743,13.830917,0,145.996835,-155.610602,680
25.831892,8.401285,25.465188,0,149.996835,-155.610602,680
25.400745,6.713559,33.449456,0,153.996835,-155.610602,680
25.595097,7.180679,32.965367,0,157.996835,-155.610602,680
26.401139,9.489596,26.480929,0,161.996835,-155.610602,680
27.76565,11.64768,16.447874,0,165.996835,-155.610602,680
29.611526,14.357142,2.626882,0,169.996835,-155.610602,680
31.855198,17.566634,0,0,173.996835,-155.610602,680
34.41896,21.048651,0,0,177.996835,-155.610602,680
37.236756,24.688151,0,0,181.996835,-155.610602,680
40.255275,28.424705,0,0,185.996835,-155.610602,680
43.432687,32.224571,0,0,189.996835,-155.610602,680
50.142005,39.941722,0,0,197.996835,-155.610602,680
39.416859,11.925986,16.695505,6.15322,-18.003165,-151.610602,390
35.593629,15.689443,3.442749,12.423028,-14.003165,-151.610602,350
12.612814,6.086813,26.612313,19.091928,25.996835,-151.610602,160
14.976673,9.622265,25.258895,19.145606,29.996835,-151.610602,210
17.930934,9.523201,21.000872,19.197541,33.996835,-151.610602,270
21.230545,9.905577,18.757311,19.247749,37.996835,-151.610602,290
24.737698,9.043607,19.604544,20.716869,41.996835,-151.610602,240
28.375542,7.557903,20.71761,20.612521,45.996835,-151.610602,270
32.099674,8.028511,29.139918,17.829797,49.996835,-151.610602,330
35.883237,9.688851,30.198127,13.366226,53.996835,-151.610602,370
39.709248,7.286928,28.818348,6.805578,57.996835,-151.610602,390
36.085387,6.657688,22.525398,0,61.996835,-151.610602,410
32.119154,8.218898,19.742389,8.231101,65.996835,-151.610602,410
28.162474,11.080423,16.216046,16.553932,69.996835,-151.610602,380
24.220029,13.480928,12.286954,21.850407,73.996835,-151.610602,310
24.585127,10.26767,13.175694,21.434252,121.996835,-151.610602,310
37.861591,29.987182,0,0,185.996835,-151.610602,650
41.223916,33.610863,0,0,189.996835,-151.610602,650
48.241409,41.068337,0,0,197.996835,-151.610602,660
34.570455,15.027888,5.722559,17.081691,-14.003165,-147.610602,400
34.868562,7.589349,27.877326,17.633887,53.996835,-147.610602,220
